dom_dim 2
amb_dim 3
vertex_count 8
simplex_count 12
0.3082334850365258 0.6087569006212681 0.7310315688451666
-0.21495018146672462 0.940616484728976 -0.26274902120374544
-0.031725416449709276 -0.10272365554293698 -0.9942038767491248
-0.20614680621844006 -0.9555472458038314 -0.21079126007178067
-0.9868063122893028 0.06705966453548062 -0.1473645256443213
0.7094892742949431 -0.572287226119917 0.41123265979297635
0.8847118472324148 0.27973843525933906 -0.3728690858803728
-0.4628214773955951 -0.26559783373560913 0.8457269481199655
3 7 4
2 3 4
3 2 6
7 0 4
5 3 6
5 7 3
0 5 6
5 0 7
2 1 6
1 0 6
1 2 4
0 1 4
